20140508 0.211924	0	4066	608	4065	270	4065	53774	470064
20140508 0.211924	500	4066	612	4065	133	4065	54018	470236
20140508 0.211925	0	4066	569	4065	34	4065	54214	470238
20140508 0.211925	500	4065	78	4064	783	4065	54282	470246
20140508 0.211926	0	4066	571	4065	79	4065	54552	470234
20140508 0.211926	500	4066	590	4065	55	4065	54600	470230
20140508 0.211927	0	4066	594	4065	51	4065	54632	470230
20140508 0.211927	500	4066	589	4065	110	4065	54646	470232
20140508 0.211928	0	4066	592	4065	177	4065	54666	470232
20140508 0.211928	500	4066	598	4065	172	4065	54684	470216
20140508 0.211929	0	4066	603	4065	38	4065	54808	470092
20140508 0.211929	500	4066	603	4065	59	4065	54814	470092
20140508 0.21193	0	4066	609	4065	38	4065	54816	470092
20140508 0.21193	500	4066	612	4065	56	4065	54820	470092
20140508 0.211931	0	4066	613	4065	57	4065	54826	470090
20140508 0.211931	500	4066	616	4065	57	4065	54826	470090
20140508 0.211932	0	4066	621	4065	71	4065	54832	470090
20140508 0.211932	500	4066	627	4065	227	4065	54836	470090
20140508 0.212013	0	4065	505	4064	724	4065	57096	470240
20140508 0.212013	500	4065	518	4064	716	4064	57114	470254
20140508 0.212014	0	4065	497	4064	717	4064	57158	470298
20140508 0.212014	500	4065	488	4064	731	4064	57158	470298
20140508 0.212015	0	4065	496	4064	771	4064	57158	470298
20140508 0.212015	500	4065	396	4064	825	4065	57300	470270
20140508 0.212016	0	4065	274	4064	880	4065	57540	470172
20140508 0.212016	500	4065	73	4064	901	4064	57954	470072
20140508 0.212017	0	4066	656	4065	101	4065	58102	470014
20140508 0.212017	500	4066	688	4065	247	4065	58216	470004
20140508 0.212018	0	4066	691	4065	204	4065	58228	470012
20140508 0.212018	500	4066	690	4065	205	4065	58228	470012
20140508 0.212019	0	4066	689	4065	206	4065	58236	470016
20140508 0.212019	500	4066	690	4065	104	4065	58436	469904
20140508 0.21202	0	4066	693	4065	61	4065	58444	469906
20140508 0.21202	500	4066	683	4065	11	4065	58572	469906
20140508 0.212021	0	4065	16	4064	964	4065	58598	469888
20140508 0.212021	500	4065	77	4064	933	4065	58694	469874
20140508 0.212022	0	4065	6	4064	931	4065	58696	469876
20140508 0.212022	500	4065	1	4064	934	4065	58706	469886
20140508 0.212023	0	4066	697	4065	66	4065	58728	469880
20140508 0.212023	500	4066	697	4065	63	4065	58738	469878
20140508 0.212024	0	4066	718	4065	52	4065	58776	469868
20140508 0.212024	500	4066	719	4065	30	4066	58832	469868
20140508 0.212025	0	4066	708	4065	37	4065	58892	469888
20140508 0.212025	500	4066	708	4065	47	4065	58898	469892
20140508 0.212026	0	4066	699	4065	49	4066	58916	469908
20140508 0.212026	500	4066	715	4065	59	4065	58930	469908
20140508 0.212027	0	4066	715	4065	66	4065	58934	469908
20140508 0.212027	500	4066	715	4065	108	4065	58940	469908
20140508 0.212028	0	4066	691	4065	221	4065	58954	469896
20140508 0.212028	500	4066	677	4065	273	4065	58988	469902
20140508 0.212029	0	4066	708	4065	355	4065	58990	469904
20140508 0.212029	500	4066	686	4065	444	4065	59012	469908
20140508 0.21203	0	4066	679	4065	436	4065	59038	469908
20140508 0.21203	500	4066	658	4065	482	4065	59040	469908
20140508 0.212031	0	4066	653	4065	492	4066	59044	469908
20140508 0.212031	500	4066	646	4065	474	4066	59108	469860
20140508 0.212032	0	4066	648	4065	481	4066	59108	469860
20140508 0.212032	500	4066	674	4065	494	4065	59152	469860
20140508 0.212033	0	4066	654	4065	496	4065	59152	469860
20140508 0.212033	500	4066	677	4065	503	4065	59154	469858
20140508 0.212034	0	4066	677	4065	506	4065	59154	469858
20140508 0.212034	500	4066	678	4065	507	4066	59156	469858
20140508 0.212035	0	4066	659	4065	511	4066	59156	469858
20140508 0.212035	500	4066	659	4065	567	4065	59158	469858
20140508 0.212036	0	4066	657	4065	579	4066	59162	469862
20140508 0.212036	500	4066	657	4065	619	4065	59166	469858
20140508 0.212037	0	4066	662	4065	614	4065	59186	469866
20140508 0.212037	500	4066	668	4065	616	4065	59186	469866
20140508 0.212038	0	4066	669	4065	648	4065	59190	469866
20140508 0.212038	500	4066	670	4065	668	4065	59190	469866
20140508 0.212039	0	4066	618	4065	631	4065	59264	469852
20140508 0.212039	500	4066	597	4065	615	4065	59378	469842
20140508 0.21204	0	4066	564	4065	576	4065	59394	469828
20140508 0.21204	500	4066	550	4065	578	4065	59394	469828
20140508 0.212041	0	4066	551	4065	604	4065	59396	469826
20140508 0.212041	500	4066	549	4065	605	4066	59400	469826
20140508 0.212042	0	4066	551	4065	605	4065	59404	469826
20140508 0.212042	500	4066	555	4065	614	4065	59404	469826
20140508 0.212043	0	4066	570	4065	612	4065	59408	469826
20140508 0.212043	500	4066	570	4065	613	4065	59408	469826
20140508 0.212044	0	4066	518	4065	630	4065	59410	469824
20140508 0.212044	500	4066	518	4065	632	4065	59412	469824
20140508 0.212045	0	4066	517	4065	635	4065	59414	469824
20140508 0.212045	500	4066	518	4065	621	4065	59450	469822
20140508 0.212046	0	4066	518	4065	771	4066	59454	469822
20140508 0.212046	500	4066	474	4065	776	4065	59456	469820
20140508 0.212047	0	4066	473	4065	756	4065	59498	469828
20140508 0.212047	500	4066	471	4065	769	4066	59516	469840
20140508 0.212048	0	4066	470	4065	770	4066	59518	469842
20140508 0.212048	500	4066	472	4065	769	4066	59530	469848
20140508 0.212049	0	4066	473	4065	770	4066	59530	469848
20140508 0.212049	500	4066	485	4065	760	4066	59556	469870
20140508 0.21205	0	4066	491	4065	761	4066	59560	469872
20140508 0.21205	500	4066	499	4065	866	4065	59566	469872
20140508 0.212051	0	4066	485	4065	869	4066	59596	469852
20140508 0.212051	500	4066	484	4065	870	4066	59596	469852
20140508 0.212052	0	4066	494	4065	870	4066	59596	469852
20140508 0.212052	500	4066	484	4065	870	4066	59616	469872
20140508 0.212053	0	4066	482	4065	875	4066	59618	469872
20140508 0.212053	500	4066	482	4065	876	4066	59618	469872
20140508 0.212054	0	4066	484	4065	877	4066	59618	469872
20140508 0.212054	500	4066	484	4065	886	4065	59624	469872
20140508 0.212055	0	4066	454	4065	907	4065	59624	469872
20140508 0.212055	500	4066	455	4065	907	4066	59626	469872
20140508 0.212056	0	4066	457	4065	908	4066	59626	469872
20140508 0.212056	500	4066	457	4065	913	4066	59626	469872
20140508 0.212057	0	4066	457	4065	913	4066	59630	469876
20140508 0.212057	500	4066	453	4065	912	4065	59640	469880
20140508 0.212058	0	4066	458	4065	911	4065	59642	469882
20140508 0.212058	500	4066	457	4065	912	4066	59644	469884
20140508 0.212059	0	4066	455	4065	914	4065	59646	469884
20140508 0.212059	500	4066	455	4065	914	4065	59646	469884
20140508 0.2121	0	4066	455	4065	917	4066	59648	469884
20140508 0.2121	500	4066	131	4065	920	4066	60298	470136
20140508 0.212101	0	4067	868	4066	58	4066	60566	470270
20140508 0.212101	500	4067	913	4066	392	4066	60572	470270
20140508 0.212102	0	4067	917	4066	330	4066	60672	470210
20140508 0.212102	500	4067	934	4066	262	4066	60676	470210
20140508 0.212103	0	4067	920	4066	272	4066	60676	470210
20140508 0.212103	500	4067	921	4066	277	4066	60676	470210
20140508 0.212104	0	4067	916	4066	284	4066	60678	470208
20140508 0.212104	500	4067	916	4066	286	4066	60680	470206
20140508 0.212105	0	4067	967	4066	316	4066	60680	470206
20140508 0.212105	500	4067	964	4066	317	4066	60680	470206
20140508 0.212106	0	4067	968	4066	318	4066	60680	470206
20140508 0.212106	500	4067	969	4066	319	4066	60720	470206
20140508 0.212107	0	4067	969	4066	320	4066	60720	470206
20140508 0.212107	500	4067	978	4066	311	4066	60740	470206
20140508 0.212108	0	4067	983	4066	309	4066	60742	470206
20140508 0.212108	500	4067	985	4066	310	4066	60746	470204
20140508 0.212109	0	4067	986	4066	311	4066	60746	470204
20140508 0.212109	500	4067	994	4066	284	4066	60812	470230
20140508 0.21211	0	4067	994	4066	238	4066	60914	470224
20140508 0.21211	500	4067	994	4066	240	4067	60916	470224
20140508 0.212111	0	4067	992	4066	143	4067	60932	470226
20140508 0.212111	500	4067	987	4066	147	4067	60956	470220
20140508 0.212112	0	4067	983	4066	129	4066	60996	470222
20140508 0.212112	500	4067	974	4066	131	4066	61016	470220
20140508 0.212113	0	4067	975	4066	140	4066	61016	470220
20140508 0.212113	500	4067	971	4066	143	4067	61026	470220
20140508 0.212114	0	4067	971	4066	105	4066	61128	470168
20140508 0.212114	500	4067	977	4066	103	4066	61132	470166
20140508 0.212115	0	4067	977	4066	118	4066	61152	470166
20140508 0.212115	500	4067	979	4066	118	4066	61154	470164
20140508 0.212116	0	4067	980	4066	109	4066	61180	470164
20140508 0.212116	500	4067	976	4066	110	4066	61180	470164
20140508 0.212117	0	4067	979	4066	110	4066	61182	470164
20140508 0.212117	500	4067	968	4066	208	4067	61186	470166
20140508 0.212118	0	4067	967	4066	210	4066	61196	470158
20140508 0.212118	500	4067	968	4066	132	4066	61356	470044
20140508 0.212119	0	4067	980	4066	9	4066	61456	469976
20140508 0.212119	500	4066	3	4065	637	4066	61550	470054
20140508 0.21212	0	4067	981	4066	9	4067	61558	470054
20140508 0.21212	500	4067	982	4066	72	4066	61574	470056
20140508 0.212121	0	4067	980	4066	72	4067	61578	470058
20140508 0.212121	500	4067	980	4066	73	4067	61578	470058
20140508 0.212122	0	4067	980	4066	75	4067	61580	470060
20140508 0.212122	500	4067	981	4066	75	4067	61580	470060
20140508 0.212123	0	4067	931	4066	77	4067	61580	470060
20140508 0.212123	500	4067	934	4066	79	4067	61580	470060
20140508 0.212124	0	4067	938	4066	81	4066	61584	470056
20140508 0.212124	500	4067	929	4066	82	4067	61604	470076
20140508 0.212125	0	4067	940	4066	86	4066	61606	470074
20140508 0.212125	500	4067	941	4066	128	4066	61622	470074
20140508 0.212126	0	4067	940	4066	127	4066	61630	470070
20140508 0.212126	500	4067	943	4066	140	4066	61630	470070
20140508 0.212127	0	4067	946	4066	140	4066	61630	470070
20140508 0.212127	500	4067	945	4066	135	4066	61644	470072
20140508 0.212128	0	4067	945	4066	135	4066	61646	470070
20140508 0.212128	500	4067	902	4066	165	4066	61648	470068
20140508 0.212129	0	4067	903	4066	165	4066	61648	470068
20140508 0.212129	500	4067	906	4066	170	4066	61648	470068
20140508 0.21213	0	4067	906	4066	181	4066	61650	470068
20140508 0.21213	500	4067	907	4066	181	4067	61652	470070
20140508 0.212131	0	4067	907	4066	182	4066	61654	470070
20140508 0.212131	500	4067	907	4066	185	4066	61654	470070
20140508 0.212132	0	4067	907	4066	181	4066	61662	470062
20140508 0.212132	500	4067	868	4066	182	4067	61742	470058
20140508 0.212133	0	4067	857	4066	210	4067	61742	470058
20140508 0.212133	500	4067	870	4066	211	4067	61742	470058
20140508 0.212134	0	4067	871	4066	212	4067	61742	470058
20140508 0.212134	500	4067	870	4066	213	4067	61742	470058
20140508 0.212135	0	4067	870	4066	213	4067	61742	470058
20140508 0.212135	500	4067	870	4066	213	4067	61742	470058
20140508 0.212136	0	4067	870	4066	213	4067	61742	470058
20140508 0.212136	500	4067	870	4066	211	4066	61746	470058
20140508 0.212137	0	4067	874	4066	210	4067	61748	470058
20140508 0.212137	500	4067	873	4066	210	4066	61750	470058
20140508 0.212138	0	4067	875	4066	211	4066	61750	470058
20140508 0.212138	500	4067	870	4066	211	4066	61750	470058
20140508 0.212139	0	4067	869	4066	222	4067	61752	470060
20140508 0.212139	500	4067	872	4066	221	4066	61754	470060
20140508 0.21214	0	4067	873	4066	221	4066	61756	470058
20140508 0.21214	500	4067	878	4066	221	4066	61756	470058
20140508 0.212141	0	4067	881	4066	224	4066	61756	470058
20140508 0.212141	500	4067	887	4066	224	4066	61756	470058
20140508 0.212142	0	4067	887	4066	230	4066	61756	470058
20140508 0.212142	500	4067	887	4066	230	4066	61756	470058
20140508 0.212143	0	4067	887	4066	232	4066	61756	470058
20140508 0.212143	500	4067	885	4066	236	4067	61760	470060
20140508 0.212144	0	4067	888	4066	242	4067	61764	470064
20140508 0.212144	500	4067	889	4066	247	4067	61766	470064
20140508 0.212145	0	4067	890	4066	251	4067	61766	470064
20140508 0.212145	500	4067	890	4066	251	4067	61766	470064
20140508 0.212146	0	4067	989	4066	251	4067	61770	470064
20140508 0.212146	500	4067	990	4066	253	4067	61770	470064
20140508 0.212147	0	4067	989	4066	253	4067	61770	470064
20140508 0.212147	500	4067	990	4066	254	4067	61770	470064
20140508 0.212148	0	4067	990	4066	252	4067	61770	470064
20140508 0.212148	500	4067	989	4066	252	4067	61770	470064
20140508 0.212149	0	4067	989	4066	258	4067	61770	470064
20140508 0.212149	500	4067	986	4066	260	4067	61778	470058
20140508 0.21215	0	4067	986	4066	260	4067	61778	470058
20140508 0.21215	500	4067	987	4066	259	4067	61778	470058
20140508 0.212151	0	4067	986	4066	261	4067	61780	470056
20140508 0.212151	500	4067	985	4066	264	4067	61782	470058
20140508 0.212152	0	4067	984	4066	266	4067	61782	470058
20140508 0.212152	500	4067	1004	4066	266	4067	61782	470058
20140508 0.212153	0	4067	1005	4066	267	4067	61782	470058
20140508 0.212153	500	4067	1006	4066	265	4066	61784	470058
20140508 0.212154	0	4067	1004	4066	265	4067	61788	470062
20140508 0.212154	500	4067	1002	4066	266	4067	61790	470062
20140508 0.212155	0	4067	1002	4066	265	4066	61792	470062
20140508 0.212155	500	4067	1004	4066	303	4066	61792	470062
20140508 0.212156	0	4067	999	4066	303	4066	61792	470062
20140508 0.212156	500	4067	1005	4066	305	4066	61792	470062
20140508 0.212157	0	4067	1008	4066	305	4066	61792	470062
20140508 0.212157	500	4067	1008	4066	304	4066	61794	470062
20140508 0.212158	0	4067	1008	4066	287	4066	61828	470060
20140508 0.212158	500	4067	1007	4066	276	4066	61828	470060
20140508 0.212159	0	4067	1001	4066	275	4066	61854	470068
20140508 0.212159	500	4067	983	4066	275	4066	61856	470066
20140508 0.2122	0	4067	1005	4066	275	4066	61856	470066
20140508 0.2122	500	4067	1005	4066	271	4066	61866	470056
20140508 0.212201	0	4067	1005	4066	271	4066	61866	470056
20140508 0.212201	500	4067	1009	4066	271	4066	61876	470046
20140508 0.212202	0	4067	1009	4066	260	4066	61900	470056
20140508 0.212202	500	4067	1009	4066	256	4066	61900	470056
20140508 0.212203	0	4067	1009	4066	236	4066	61940	470086
20140508 0.212203	500	4067	1014	4066	235	4066	61942	470088
20140508 0.212204	0	4067	1013	4066	221	4067	61972	470090
20140508 0.212204	500	4067	1015	4066	221	4067	61972	470090
20140508 0.212205	0	4067	1017	4066	221	4067	61972	470090
20140508 0.212205	500	4067	1017	4066	220	4066	61974	470092
20140508 0.212206	0	4067	984	4066	219	4067	62038	470072
20140508 0.212206	500	4067	984	4066	219	4067	62038	470072
20140508 0.212207	0	4067	983	4066	218	4066	62046	470080
20140508 0.212207	500	4067	989	4066	227	4067	62048	470082
20140508 0.212208	0	4067	989	4066	226	4066	62052	470082
20140508 0.212208	500	4067	989	4066	227	4067	62054	470084
20140508 0.212209	0	4067	990	4066	228	4067	62054	470084
20140508 0.212209	500	4067	990	4066	229	4067	62054	470084
20140508 0.21221	0	4067	1005	4066	229	4067	62054	470084
20140508 0.21221	500	4067	1004	4066	228	4067	62058	470088
20140508 0.212211	0	4067	1006	4066	228	4067	62058	470088
20140508 0.212211	500	4067	1028	4066	229	4066	62060	470090
20140508 0.212212	0	4067	1028	4066	229	4066	62060	470090
20140508 0.212212	500	4067	1028	4066	228	4066	62062	470092
20140508 0.212213	0	4067	1029	4066	328	4066	62064	470092
20140508 0.212213	500	4067	1030	4066	328	4066	62064	470092
20140508 0.212214	0	4067	1030	4066	329	4066	62064	470092
20140508 0.212214	500	4067	1032	4066	329	4067	62066	470094
20140508 0.212215	0	4067	1033	4066	330	4067	62066	470094
20140508 0.212215	500	4067	1034	4066	330	4067	62066	470094
20140508 0.212216	0	4067	1035	4066	329	4067	62070	470096
20140508 0.212216	500	4067	1038	4066	334	4067	62070	470096
20140508 0.212217	0	4067	1037	4066	335	4067	62070	470096
20140508 0.212217	500	4067	1038	4066	333	4066	62072	470098
20140508 0.212218	0	4067	1041	4066	332	4066	62072	470098
20140508 0.212218	500	4067	1042	4066	322	4066	62092	470118
20140508 0.212219	0	4067	1044	4066	323	4067	62094	470120
20140508 0.212219	500	4067	1055	4066	313	4066	62114	470124
20140508 0.21222	0	4067	1055	4066	315	4066	62114	470124
20140508 0.21222	500	4067	1089	4066	313	4066	62118	470120
20140508 0.212221	0	4067	1088	4066	302	4066	62140	470136
20140508 0.212221	500	4067	1088	4066	302	4066	62140	470136
20140508 0.212222	0	4067	1077	4066	262	4066	62220	470174
20140508 0.212222	500	4067	1083	4066	266	4066	62220	470174
20140508 0.212223	0	4067	1083	4066	249	4066	62254	470174
20140508 0.212223	500	4067	1083	4066	240	4066	62278	470180
20140508 0.212224	0	4067	1090	4066	240	4066	62278	470180
20140508 0.212224	500	4067	1061	4066	229	4066	62300	470184
20140508 0.212225	0	4067	1100	4066	195	4066	62370	470250
20140508 0.212225	500	4067	1099	4066	80	4066	62602	470448
20140508 0.212309	500	4066	628	4065	690	4065	63044	470598
20140508 0.21231	0	4066	630	4065	691	4065	63044	470598
20140508 0.21231	500	4066	630	4065	692	4065	63044	470598
20140508 0.212311	0	4066	630	4065	692	4065	63044	470598
20140508 0.212311	500	4066	620	4065	692	4065	63044	470598
20140508 0.212312	0	4066	621	4065	692	4065	63044	470598
20140508 0.212312	500	4066	626	4065	742	4065	63044	470598
20140508 0.212313	0	4066	626	4065	736	4065	63046	470600
